id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,word_pool,word,endcoding,recall_session,remember,confidence,correct
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,1,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,2,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,3,0,1,0,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,4,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,5,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,6,0,1,0,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,7,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,8,0,1,0,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,9,0,1,1,,0
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,10,0,1,0,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,11,0,1,0,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,12,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,13,0,1,1,,0
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,14,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,15,0,1,0,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,16,0,1,0,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,17,0,1,0,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,18,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,19,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,20,1,1,0,,0
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,21,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,22,1,1,1,,1
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,23,0,1,1,,0
Sl_291,2016-05-25,04:16:13,,,3,899567,1,9,24,0,1,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,1,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,2,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,3,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,4,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,5,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,6,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,7,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,8,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,9,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,10,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,11,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,12,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,13,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,14,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,15,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,16,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,17,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,18,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,19,1,2,0,,0
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,20,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,21,0,2,0,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,22,1,2,1,,1
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,23,1,2,0,,0
Sl_291,2016-05-25,04:16:58,,,3,944914,2,9,24,0,2,0,,1
