id,date,time,t0,order_of_test,time_start_battery,order_in_test,word_pool,word,endcoding,recall_session,remember,confidence,correct
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,1,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,2,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,3,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,4,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,5,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,6,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,7,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,8,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,9,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,10,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,11,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,12,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,13,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,14,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,15,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,16,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,17,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,18,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,19,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,20,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,21,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,22,1,1,1,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,23,0,1,0,,1
SI_107,2015-03-02,07:28:43,1425277673919,1,54921,1,2,24,0,1,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,1,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,2,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,3,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,4,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,5,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,6,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,7,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,8,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,9,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,10,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,11,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,12,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,13,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,14,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,15,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,16,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,17,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,18,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,19,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,20,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,21,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,22,0,2,0,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,23,1,2,1,,1
SI_107,2015-03-02,07:29:39,1425277673919,1,111712,2,2,24,1,2,1,,1
