id,date,time,t0,order_of_test,time_start_battery,order_in_test,word_pool,word,endcoding,recall_session,remember,confidence,correct
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,1,1,1,0,,0
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,2,1,1,1,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,3,1,1,1,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,4,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,5,1,1,0,,0
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,6,1,1,1,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,7,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,8,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,9,1,1,1,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,10,1,1,1,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,11,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,12,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,13,1,1,1,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,14,1,1,1,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,15,1,1,0,,0
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,16,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,17,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,18,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,19,1,1,1,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,20,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,21,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,22,1,1,1,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,23,0,1,0,,1
SI_182,2015-10-11,07:03:50,1444539786614,2,188868,1,6,24,0,1,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,1,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,2,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,3,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,4,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,5,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,6,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,7,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,8,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,9,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,10,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,11,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,12,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,13,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,14,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,15,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,16,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,17,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,18,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,19,0,2,0,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,20,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,21,1,2,0,,0
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,22,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,23,1,2,1,,1
SI_182,2015-10-11,07:04:35,1444539786614,2,234764,2,6,24,0,2,0,,1
